Game Details,,,,,,,,,,,Match Details,,,,,,,,Overall Standings,,,,,,,,,,,,,Share the link ~~~>,,https://bit.ly/3sBKa1R,,
Stage,Event,Game,Mode,Map ,Team 1,Team 1 Score,Team 2,Team 2 Score,Winner,,Stage,Event/Link,Team 1,Team 1 Wins,Team 2,Team 2 Wins,Winner,,Rank,Team,Total Pts,Stage Pts,Major Pts,Major Wins,W,L,W%,GW,GL,GW%,,,,,,
2,Wk 3,1,Hardpoint,Gavutu,Breach,250,Mutineers,124,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Desert Siege,Breach,6,Mutineers,5,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Gavutu,Breach,3,Mutineers,2,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,1,Hardpoint,Gavutu,OpTic,250,Guerrillas,210,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Desert Siege,OpTic,6,Guerrillas,2,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Gavutu,OpTic,3,Guerrillas,2,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,1,Hardpoint,Bocage,Subliners,199,Rokkr,188,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Bocage,Subliners,6,Rokkr,2,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Gavutu,Subliners,2,Rokkr,3,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,4,Hardpoint,Berlin,Subliners,250,Rokkr,195,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,1,Hardpoint,Gavutu,Royal Ravens,250,Breach,203,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Bocage,Royal Ravens,6,Breach,3,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Tuscan,Royal Ravens,1,Breach,3,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,4,Hardpoint,Berlin,Royal Ravens,250,Breach,225,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,1,Hardpoint,Gavutu,FaZe,174,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Tuscan,FaZe,5,OpTic,6,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Gavutu,FaZe,1,OpTic,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,1,Hardpoint,Berlin,Subliners,250,Ultra,113,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,2,SnD,Desert Siege,Subliners,3,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,3,Control,Tuscan,Subliners,3,Ultra,2,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wk 3,4,Hardpoint,Gavutu,Subliners,250,Ultra,225,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Mutineers,250,Royal Ravens,177,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Mutineers,6,Royal Ravens,4,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Mutineers,3,Royal Ravens,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Guerrillas,180,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Berlin,Guerrillas,3,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Guerrillas,2,Breach,3,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,FaZe,250,Subliners,146,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,FaZe,6,Subliners,5,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,FaZe,3,Subliners,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Bocage,OpTic,159,Surge,250,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,OpTic,4,Surge,6,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,OpTic,1,Surge,3,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Berlin,Legion,198,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Bocage,Legion,4,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Legion,3,Royal Ravens,2,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Tuscan,Legion,248,Royal Ravens,250,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Tuscan,Ultra,241,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Ultra,6,Guerrillas,5,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Ultra,2,Guerrillas,3,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,Ultra,142,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Berlin,Thieves,188,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Desert Siege,Thieves,5,Subliners,6,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Thieves,3,Subliners,2,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Tuscan,Thieves,250,Subliners,211,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Tuscan,Thieves,6,Subliners,4,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Rokkr,144,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Desert Siege,Rokkr,6,OpTic,4,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Rokkr,2,OpTic,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,Rokkr,163,OpTic,250,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Berlin,Guerrillas,250,Royal Ravens,221,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Guerrillas,6,Royal Ravens,0,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Guerrillas,3,Royal Ravens,2,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Tuscan,OpTic,230,Thieves,250,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Bocage,OpTic,5,Thieves,6,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,OpTic,3,Thieves,0,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,OpTic,250,Thieves,111,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Tuscan,OpTic,6,Thieves,4,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Mutineers,174,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Berlin,Mutineers,4,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Mutineers,3,Breach,0,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,Mutineers,250,Breach,206,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Desert Siege,Mutineers,1,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Tuscan,Surge,210,FaZe,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Surge,6,FaZe,4,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Surge,1,FaZe,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Bocage,Surge,250,FaZe,229,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Berlin,Surge,5,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,OpTic,248,Mutineers,250,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Berlin,OpTic,1,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,OpTic,3,Mutineers,1,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,OpTic,206,Mutineers,250,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Tuscan,Guerrillas,160,Surge,250,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Guerrillas,6,Surge,4,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Guerrillas,3,Surge,2,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,Guerrillas,237,Surge,250,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Bocage,Guerrillas,6,Surge,3,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Breach,125,FaZe,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Desert Siege,Breach,3,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Breach,2,FaZe,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,Mutineers,250,Guerrillas,95,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Tuscan,Mutineers,3,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,Mutineers,3,Guerrillas,2,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Berlin,Mutineers,202,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Desert Siege,Mutineers,5,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Berlin,Guerrillas,250,Breach,239,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Bocage,Guerrillas,6,Breach,1,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Tuscan,Guerrillas,2,Breach,3,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Tuscan,Guerrillas,221,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Berlin,Guerrillas,6,Breach,2,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,1,Hardpoint,Gavutu,FaZe,250,Guerrillas,135,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,2,SnD,Bocage,FaZe,4,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,3,Control,Gavutu,FaZe,2,Guerrillas,3,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,4,Hardpoint,Tuscan,FaZe,227,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,5,SnD,Desert Siege,FaZe,1,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,6,Control,Tuscan,FaZe,3,Guerrillas,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Major,7,SnD,Berlin,FaZe,4,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Gavutu,Thieves,250,Royal Ravens,214,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Berlin,Thieves,6,Royal Ravens,4,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,Thieves,3,Royal Ravens,1,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Bocage,OpTic,250,Guerrillas,225,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Berlin,OpTic,6,Guerrillas,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,OpTic,3,Guerrillas,1,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Berlin,Subliners,250,FaZe,229,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Bocage,Subliners,5,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Gavutu,Subliners,1,FaZe,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,4,Hardpoint,Tuscan,Subliners,225,FaZe,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Gavutu,Legion,250,Royal Ravens,209,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Berlin,Legion,1,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,Legion,1,Royal Ravens,3,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,4,Hardpoint,Tuscan,Legion,250,Royal Ravens,226,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,5,SnD,Bocage,Legion,2,Royal Ravens,6,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Gavutu,Surge,199,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Desert Siege,Surge,6,Ultra,3,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,Surge,3,Ultra,1,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,4,Hardpoint,Tuscan,Surge,246,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,5,SnD,Tuscan,Surge,0,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Tuscan,OpTic,250,Mutineers,186,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Berlin,OpTic,6,Mutineers,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,OpTic,3,Mutineers,1,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Gavutu,Rokkr,250,Guerrillas,171,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Bocage,Rokkr,6,Guerrillas,3,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Tuscan,Rokkr,3,Guerrillas,1,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Bocage,Surge,250,Legion,233,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Tuscan,Surge,3,Legion,6,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,Surge,3,Legion,0,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,4,Hardpoint,Tuscan,Surge,250,Legion,232,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Gavutu,Rokkr,250,Thieves,211,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Tuscan,Rokkr,6,Thieves,2,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Berlin,Rokkr,3,Thieves,2,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,1,Hardpoint,Tuscan,Breach,228,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,2,SnD,Tuscan,Breach,6,Subliners,4,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,3,Control,Gavutu,Breach,1,Subliners,3,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 1,4,Hardpoint,Berlin,Breach,209,Subliners,250,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Gavutu,Royal Ravens,250,Breach,176,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Berlin,Royal Ravens,5,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Berlin,Royal Ravens,0,Breach,3,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Tuscan,Royal Ravens,217,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Bocage,Rokkr,226,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Berlin,Rokkr,3,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Tuscan,Rokkr,3,Ultra,1,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Tuscan,Rokkr,250,Ultra,237,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,5,SnD,Desert Siege,Rokkr,6,Ultra,4,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Gavutu,Mutineers,250,Guerrillas,230,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Berlin,Mutineers,5,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Gavutu,Mutineers,3,Guerrillas,1,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Tuscan,Mutineers,250,Guerrillas,168,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Bocage,Subliners,250,Legion,146,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Berlin,Subliners,6,Legion,1,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Gavutu,Subliners,3,Legion,0,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Tuscan,Thieves,205,Surge,250,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Desert Siege,Thieves,2,Surge,6,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Berlin,Thieves,0,Surge,3,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Gavutu,Rokkr,114,Mutineers,250,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Tuscan,Rokkr,6,Mutineers,4,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Tuscan,Rokkr,3,Mutineers,2,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Bocage,Rokkr,250,Mutineers,201,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Bocage,Breach,195,FaZe,250,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Desert Siege,Breach,2,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Berlin,Breach,2,FaZe,3,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Bocage,Legion,250,Guerrillas,183,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Desert Siege,Legion,4,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Gavutu,Legion,3,Guerrillas,2,Legion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Tuscan,Legion,137,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,5,SnD,Bocage,Legion,4,Guerrillas,6,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Gavutu,OpTic,250,FaZe,205,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Bocage,OpTic,4,FaZe,6,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Berlin,OpTic,3,FaZe,1,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Berlin,OpTic,250,FaZe,178,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,1,Hardpoint,Gavutu,Subliners,250,Ultra,205,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,2,SnD,Berlin,Subliners,3,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,3,Control,Tuscan,Subliners,3,Ultra,2,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,4,Hardpoint,Berlin,Subliners,225,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 2,5,SnD,Desert Siege,Subliners,3,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Bocage,Ultra,250,Legion,198,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Tuscan,Ultra,6,Legion,3,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Berlin,Ultra,3,Legion,0,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Bocage,Surge,250,Mutineers,231,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Tuscan,Surge,4,Mutineers,6,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Tuscan,Surge,3,Mutineers,0,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,4,Hardpoint,Berlin,Surge,250,Mutineers,192,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Bocage,Rokkr,250,FaZe,143,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Bocage,Rokkr,6,FaZe,1,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Berlin,Rokkr,3,FaZe,1,Rokkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Bocage,FaZe,156,Guerrillas,250,Guerrillas,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Desert Siege,FaZe,6,Guerrillas,1,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Gavutu,FaZe,3,Guerrillas,2,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,4,Hardpoint,Tuscan,FaZe,250,Guerrillas,193,FaZe,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Berlin,Royal Ravens,198,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Berlin,Royal Ravens,1,Ultra,6,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Tuscan,Royal Ravens,3,Ultra,2,Royal Ravens,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,4,Hardpoint,Tuscan,Royal Ravens,158,Ultra,250,Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Gavutu,Thieves,250,Breach,93,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Berlin,Thieves,6,Breach,0,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Berlin,Thieves,3,Breach,0,Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Berlin,Subliners,250,OpTic,166,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Berlin,Subliners,6,OpTic,5,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Tuscan,Subliners,1,OpTic,3,OpTic,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,4,Hardpoint,Tuscan,Subliners,250,OpTic,224,Subliners,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Bocage,Surge,250,Royal Ravens,109,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Desert Siege,Surge,6,Royal Ravens,5,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Berlin,Surge,3,Royal Ravens,0,Surge,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,1,Hardpoint,Gavutu,Mutineers,250,Breach,248,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,2,SnD,Bocage,Mutineers,3,Breach,6,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,3,Control,Tuscan,Mutineers,3,Breach,1,Mutineers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wk 3,4,Hardpoint,Tuscan,Mutineers,179,Breach,250,Breach,,,,,,,,,,,,,,,,,,,,,,,,,,,
